month,day,hour,temp,kW
10,7,3,63,51.03
10,7,4,62.1,51.375
10,7,5,62.1,51.195
10,7,6,62.1,51.2425
10,7,7,62.1,51.7575
10,7,8,63,52.6575
10,7,9,63.5,55.745
10,7,10,64,57.8325
10,7,11,64.9,57.78
10,7,12,66.55,57.7925
10,7,13,68,57.7325
10,7,14,69.55,58.0675
10,7,15,71.1,58.85
10,7,16,72,57.4375
10,7,17,73,56.8975
10,7,18,72,56.25
10,7,19,71.1,54.45
10,7,20,70,53.49
10,7,21,69.1,53.2875
10,7,22,68,53.445
10,7,23,66.9,52.8175
10,7,24,66,51.9975
10,8,1,66,52.1775
10,8,2,66,52.5625
10,8,3,66,52.05
10,8,4,66,51.8675
10,8,5,66,51.515
10,8,6,64.9,51.28
10,8,7,66,51.16
10,8,8,64.9,51.6125
10,8,9,66,51.865
10,8,10,66,52.35
10,8,11,66,52.505
10,8,12,66.9,52.8875
10,8,13,66.9,52.9625
10,8,14,66.9,52.845
10,8,15,66.9,52.6125
10,8,16,66.9,51.8875
10,8,17,66.9,51.5425
10,8,18,66,51.55
10,8,19,66,51.995
10,8,20,66,52.4325
10,8,21,66,52.15
10,8,22,66,51.6025
10,8,23,66.9,51.7175
10,8,24,66.9,51.5075
10,9,1,66,51.56
10,9,2,65.45,51.25
10,9,3,63.5,51.38
10,9,4,60.1,51.7675
10,9,5,57.9,51.66
10,9,6,57.9,51.475
10,9,7,57,51.2225
10,9,8,57,51.3975
10,9,9,57,51.24
10,9,10,57,51.7575
10,9,11,57.9,51.1
10,9,12,62.1,51.015
10,9,13,64.9,50.9025
10,9,14,66.9,50.415
10,9,15,68,50.8225
10,9,16,69.1,51.0025
10,9,17,66.9,51.0775
10,9,18,64.9,50.81
10,9,19,63,50.93
10,9,20,61,52.4875
10,9,21,59,52.865
10,9,22,57.9,52.2075
10,9,23,57,51.065
10,9,24,57,50.6875
10,10,1,55,50.5925
10,10,2,53.1,50.8625
10,10,3,54,50.84
10,10,4,51.1,50.8875
10,10,5,52,50.4175
10,10,6,51.1,50.85
10,10,7,50,50.7925
10,10,8,50,50.7725
10,10,9,53.1,51.0825
10,10,10,55,51.025
10,10,11,57,50.975
10,10,12,60.1,51.005
10,10,13,62.1,50.735
10,10,14,64,50.7025
10,10,15,64.9,50.5425
10,10,16,66,50.665
10,10,17,66,50.4075
10,10,18,64,50.3
10,10,19,60.1,50.79
10,10,20,59,50.43
10,10,21,57.9,50.5425
10,10,22,55.9,50.4125
10,10,23,53.1,50.875
10,10,24,53.1,50.475
10,11,1,52,50.36
10,11,2,50,50.725
10,11,3,50,50.12
10,11,4,48.9,50.375
10,11,5,48,50.19
10,11,6,46,50.39
10,11,7,46,50.7675
10,11,8,48.9,52.145
10,11,9,53.1,54
10,11,10,55,59.0525
10,11,11,57.9,67.49
10,11,12,61,64.9875
10,11,13,63,56.285
10,11,14,66,58.0125
10,11,15,68,58.08
10,11,16,66.9,57.42
10,11,17,66,57.05
10,11,18,64,57.2575
10,11,19,62.1,55.025
10,11,20,60.1,54.445
10,11,21,59,53.0425
10,11,22,57.9,51.97
10,11,23,55,50.8575
10,11,24,55.9,51.2
10,12,1,54,51.345
10,12,2,55,51.6575
10,12,3,53.1,51.695
10,12,4,52,50.975
10,12,5,51.1,50.57
10,12,6,51.1,50.745
10,12,7,51.1,51.44
10,12,8,52,52.005
10,12,9,55,52.78
10,12,10,57.9,57.92
10,12,11,61.1,57.805
10,12,12,64,57.6975
10,12,13,66,57.71
10,12,14,66.9,58.765
10,12,15,68,124.555
10,12,16,69.1,117.55
10,12,17,70,114.8025
10,12,18,66.9,62.3325
10,12,19,64,54.9725
10,12,20,63,54.42
10,12,21,62.1,55.0225
10,12,22,60.1,53.1
10,12,23,59,51.9925
10,12,24,57.9,51.475
10,13,1,57,51.22
10,13,2,57,51.2125
10,13,3,55.9,51.6
10,13,4,54,51.8125
10,13,5,54.2,51.06
10,13,6,55.13,50.835
10,13,7,55,50.9475
10,13,8,55.13,52.535
10,13,9,57,54.98
10,13,10,58.45,57.455
10,13,11,64,56.7875
10,13,12,66,71.5125
10,13,13,66,114.3475
10,13,14,69.1,122.1925
10,13,15,70,122.6075
10,13,16,72,113.5025
10,13,17,72,98.98
10,13,18,70,57.855
10,13,19,66.9,56.2125
10,13,20,66,57.0225
10,13,21,63,56.6
10,13,22,62.1,55.4075
10,13,23,60.1,53.07
10,13,24,57,51.245
10,14,1,55.9,51.16
10,14,2,55,51.3975
10,14,3,53.1,51.245
10,14,4,51.1,50.5225
10,14,5,50,51.2225
10,14,6,48.9,50.7625
10,14,7,50,51.305
10,14,8,50,54.005
10,14,9,53.1,100.62
10,14,10,57,115.9325
10,14,11,59,58.72
10,14,12,61,57.91
10,14,13,63,58.48
10,14,14,64.9,59.3325
10,14,15,64.9,59.4175
10,14,16,64.9,58.0175
10,14,17,64.9,57.465
10,14,18,64,56.23
10,14,19,61,53.5275
10,14,20,60.1,53.01
10,14,21,57,53.6025
10,14,22,57.9,52.8025
10,14,23,55.9,51.8925
10,14,24,55.9,51.5125
10,15,1,55.9,51.415
10,15,2,55,52.585
10,15,3,53.1,52.0275
10,15,4,54,51.43
10,15,5,53.1,51.1175
10,15,6,51.1,51.04
10,15,7,50,50.715
10,15,8,51.1,50.885
10,15,9,53.1,52.3425
10,15,10,57,52.8525
10,15,11,61,52.3
10,15,12,63,52.41
10,15,13,66,53.3925
10,15,14,66,51.9475
10,15,15,68,51.9925
10,15,16,68,51.925
10,15,17,68,51.3125
10,15,18,64.9,52.3825
10,15,19,62.1,52.0875
10,15,20,60.1,51.71
10,15,21,57.9,50.6775
10,15,22,57,50.85
10,15,23,57,51.2175
10,15,24,55.9,50.6025
10,16,1,55,50.7325
10,16,2,55,50.7575
10,16,3,54,50.78
10,16,4,55,50.89
10,16,5,54,50.7225
10,16,6,54.5,50.3775
10,16,7,54,50.7725
10,16,8,55,50.9675
10,16,9,56.45,50.7875
10,16,10,60.1,51.4575
10,16,11,61.1,50.57
10,16,12,68,50.54
10,16,13,69.1,50.685
10,16,14,71.1,50.66
10,16,15,72,50.1825
10,16,16,73,50.58
10,16,17,72,50.4675
10,16,18,70,50.7
10,16,19,66.9,50.2725
10,16,20,66.9,50.89
10,16,21,64.9,50.455
10,16,22,64.9,50.245
10,16,23,64.9,50.5275
10,16,24,63,52.1175
10,17,1,63,51.855
10,17,2,62.1,51.5
10,17,3,63,51.0925
10,17,4,62.1,50.7175
10,17,5,61,50.32
10,17,6,60.1,51.055
10,17,7,60.1,51.3225
10,17,8,61,51.8675
10,17,9,63,54.5625
10,17,10,64,55.96
10,17,11,69.1,70.8925
10,17,12,73.9,92.0375
10,17,13,77,126.7
10,17,14,81,121.81
10,17,15,79,122.795
10,17,16,80.1,118.15
10,17,17,78.1,118.82
10,17,18,79,120.5775
10,17,19,73,118.065
10,17,20,71.1,116.815
10,17,21,68,113.0925
10,17,22,69.1,111.2
10,17,23,66.9,110.9275
10,17,24,66.9,105.3525
10,18,1,66,51.545
10,18,2,64.9,51.2975
10,18,3,64.9,51.4575
10,18,4,64,51.355
10,18,5,64,51.2175
10,18,6,63,51.4775
10,18,7,63,52.49
10,18,8,63,53.0525
10,18,9,66,94.6375
10,18,10,68,121.76
10,18,11,70,118.63
10,18,12,73,118.5125
10,18,13,75.9,118.22
10,18,14,79,118.8425
10,18,15,80.1,118.6925
10,18,16,81,118.205
10,18,17,82,117.53
10,18,18,77,117.1025
10,18,19,73.9,116.7425
10,18,20,75,116.2025
10,18,21,72,65.2675
10,18,22,71.1,52.75
10,18,23,70,52.165
10,18,24,70,51.53
10,19,1,69.1,51.0975
10,19,2,68,51.4475
10,19,3,68,51.025
10,19,4,66.9,50.92
10,19,5,66,50.8
10,19,6,64.9,51.48
10,19,7,66.9,51.035
10,19,8,66.9,90.76
10,19,9,68,118.8475
10,19,10,72,117.125
10,19,11,73.9,116.97
10,19,12,75.9,115.6575
10,19,13,84,120.24
10,19,14,87.1,121.4775
10,19,15,86,125.3775
10,19,16,84,124.5375
10,19,17,86,123.32
10,19,18,84,123.51
10,19,19,79,67.7425
10,19,20,75.9,54.0525
10,19,21,75.9,53.8425
10,19,22,73.9,56.1925
10,19,23,72,56.3475
10,19,24,73,56.755
10,20,1,72,56.8325
10,20,2,72,52.5175
10,20,3,72,51.5625
10,20,4,72,51.345
10,20,5,70,50.4575
10,20,6,69.1,50.755
10,20,7,68,51.8325
10,20,8,68,52.415
10,20,9,69.1,106.3425
10,20,10,71.1,121.28
10,20,11,75,123.2075
10,20,12,78.1,123.455
10,20,13,81,125.8325
10,20,14,82.9,127.9375
10,20,15,82.9,128.86
10,20,16,82,128.37
10,20,17,82.9,127.835
10,20,18,79,129.1175
10,20,19,77,126.76
10,20,20,75,124.37
10,20,21,73.9,121.045
10,20,22,73,119.0525
10,20,23,72,116.0775
10,20,24,71.1,114.735
10,21,1,70,114.155
10,21,2,70,113.585
10,21,3,69.1,113.6
10,21,4,69.1,112.7925
10,21,5,68,112.615
10,21,6,68,111.9325
10,21,7,66.9,112.4725
10,21,8,66.9,112.3725
10,21,9,69.1,113.8675
10,21,10,71.1,116.6075
10,21,11,73,117.6125
10,21,12,75.9,118.835
10,21,13,79,119.32
10,21,14,78,121.1475
10,21,15,66.71,118.165
10,21,16,63.5,116.8025
10,21,17,64.9,116.7875
10,21,18,64.9,115.9
10,21,19,64.9,113.6375
10,21,20,62.1,103.005
10,21,21,60.1,101.985
10,21,22,60.1,100.5775
10,21,23,60.1,100.525
10,21,24,60.1,100.0675
10,22,1,57.9,99.83
10,22,2,57,95.3475
10,22,3,55.9,98.4775
10,22,4,55,75.9675
10,22,5,55,71.7325
10,22,6,55,70.9475
10,22,7,54,70.77
10,22,8,55,71.2075
10,22,9,54,71.5625
10,22,10,53.1,72.55
10,22,11,55,71.625
10,22,12,57,71.945
10,22,13,59,72.44
10,22,14,61,72.6475
10,22,15,59,71.765
10,22,16,57.9,71.865
10,22,17,57.9,71.665
10,22,18,55.9,71.765
10,22,19,55,71.855
10,22,20,53.1,71.23
10,22,21,53.1,72.22
10,22,22,52,71.6675
10,22,23,52,71.385
10,22,24,51.1,70.8725
10,23,1,51.1,70.7925
10,23,2,51.1,71.68
10,23,3,50,71.4025
10,23,4,48.9,70.83
10,23,5,48,70.68
10,23,6,46,71.2825
10,23,7,46.9,71.185
10,23,8,46,70.8725
10,23,9,52,71.0775
10,23,10,55,70.73
10,23,11,57.9,71.185
10,23,12,62.1,71.0175
10,23,13,64,71.435
10,23,14,66,70.8125
10,23,15,68,71.07
10,23,16,68,70.525
10,23,17,68,70.625
10,23,18,66,70.8125
10,23,19,63,70.805
10,23,20,60.1,70.8475
10,23,21,57.9,70.8875
10,23,22,59,71.85
10,23,23,57,71.1075
10,23,24,55.9,73.79
10,24,1,57.9,73.6275
10,24,2,57,71.62
10,24,3,57,71.4725
10,24,4,55.9,71.4325
10,24,5,55,71.075
10,24,6,54,70.9775
10,24,7,54,72.1425
10,24,8,55.9,72.94
10,24,9,59,74.61
10,24,10,64.9,70.06
10,24,11,64.9,59.79
10,24,12,69.1,58.255
10,24,13,70,58.53
10,24,14,70,58.745
10,24,15,70,57.28
10,24,16,70,56.475
10,24,17,69.1,57.37
10,24,18,66,56.0025
10,24,19,63,53.505
10,24,20,61,52.3175
10,24,21,59,51.38
10,24,22,57,51.1325
10,24,23,55,50.4925
10,24,24,53.1,52.225
10,25,1,51.1,51.87
10,25,2,50,51.3525
10,25,3,50,51.425
10,25,4,50,49.845
10,25,5,48.9,49.405
10,25,6,48.9,50.475
10,25,7,48,50.225
10,25,8,48,51.845
10,25,9,51.1,54.8275
10,25,10,55,57.4325
10,25,11,57.9,56.8925
10,25,12,61,57.415
10,25,13,62.1,57.5675
10,25,14,62.1,58.225
10,25,15,63,57.97
10,25,16,64,58.2975
10,25,17,62.1,56.4225
10,25,18,60.1,55.8125
10,25,19,57,53.2675
10,25,20,55,52.475
10,25,21,53.1,52.515
10,25,22,52,51.8925
10,25,23,50,50.5025
10,25,24,51.1,51.33
10,26,1,48.9,50.875
10,26,2,48.9,50.7725
10,26,3,44.1,50.61
10,26,4,46,49.6725
10,26,5,42.1,49.3975
10,26,6,44.1,49.4775
10,26,7,43,50.21
10,26,8,45,51.6175
10,26,9,48,53.4425
10,26,10,48.9,56.2675
10,26,11,52,57.9225
10,26,12,53.1,57.72
10,26,13,55,57.775
10,26,14,57,65.75
10,26,15,57,68.725
10,26,16,57,67.4275
10,26,17,57,66.98
10,26,18,55.9,66.1
10,26,19,55,63.8675
10,26,20,53.1,63.93
10,26,21,52,63.8225
10,26,22,53.1,62.545
10,26,23,52,60.6575
10,26,24,51.1,60.9775
10,27,1,52,60.8725
10,27,2,53.1,60.7825
10,27,3,52,61.315
10,27,4,51.1,60.7525
10,27,5,51.1,61.3075
10,27,6,51.1,62.0975
10,27,7,51.1,62.0175
10,27,8,51.1,62.5375
10,27,9,52.37,63.6425
10,27,10,54,66.1075
10,27,11,55.9,65.945
10,27,12,58,65.34
10,27,13,61,65.25
10,27,14,60.1,67.44
10,27,15,60.28,67.5575
10,27,16,62.1,67.6875
10,27,17,63,66.78
10,27,18,62.1,64.9975
10,27,19,62.1,62.365
10,27,20,62.1,62.855
10,27,21,63,62.3125
10,27,22,61,61.0725
10,27,23,60.1,60.74
10,27,24,61.37,59.43
10,28,1,57.9,59.5575
10,28,2,55.9,59.2875
10,28,3,54,59.655
10,28,4,53.1,59.745
10,28,5,52,59.04
10,28,6,52,59.205
10,28,7,53.1,59.845
10,28,8,52,61.7825
10,28,9,54,63.03
10,28,10,57,66.1675
10,28,11,57,66.8075
10,28,12,59,66.605
10,28,13,60.55,66.7725
10,28,14,61,60.3175
10,28,15,63,57.1775
10,28,16,63,55.56
10,28,17,62.1,54.4675
10,28,18,60.1,53.355
10,28,19,57.9,51.3325
10,28,20,57.9,50.79
10,28,21,54,50.2275
10,28,22,54,49.305
10,28,23,50,49.13
10,28,24,50,48.68
10,29,1,48,48.8475
10,29,2,50,48.7425
10,29,3,46,48.595
10,29,4,46,48.5525
10,29,5,46.9,49.0525
10,29,6,45,48.6375
10,29,7,46,48.2
10,29,8,46,48.675
10,29,9,48.9,48.59
10,29,10,53.1,49.2325
10,29,11,60.1,49.71
10,29,12,64,49.265
10,29,13,68,49.175
10,29,14,71.1,48.94
10,29,15,75,48.9275
10,29,16,75,48.1125
10,29,17,75,47.9425
10,29,18,72,47.8425
10,29,19,66.9,48.3475
10,29,20,66,48.2525
10,29,21,64,48.35
10,29,22,64,48.055
10,29,23,63,47.915
10,29,24,62.1,47.68
10,30,1,61,47.4175
10,30,2,61,48.3875
10,30,3,60.1,48.635
10,30,4,61,48.4825
10,30,5,61,47.8025
10,30,6,59,48.005
10,30,7,59,47.2
10,30,8,60.1,47.245
10,30,9,61,47.8425
10,30,10,62.1,48.0775
10,30,11,64,47.74
10,30,12,68,47.625
10,30,13,72,48.5725
10,30,14,75.9,48.17
10,30,15,78.1,48.0025
10,30,16,75,105.58
10,30,17,79,111.5625
10,30,18,77,106.9575
10,30,19,71.8,85.185
10,30,20,68,48.175
10,30,21,69.1,47.9375
10,30,22,66.9,47.9725
10,30,23,66,47.785
10,30,24,64.9,47.74
10,31,1,63,47.645
10,31,2,61,48.035
10,31,3,59,48.225
10,31,4,57,47.74
10,31,5,55,48.2925
10,31,6,54,49.55
10,31,7,52,49.77
10,31,8,52,52.2025
10,31,9,53.1,53.1225
10,31,10,55,54.52
10,31,11,55.9,54.8725
10,31,12,57.9,54.57
10,31,13,59,56.585
10,31,14,60.1,57.6475
10,31,15,60.1,57.155
10,31,16,60.1,57.005
10,31,17,57.9,55.89
10,31,18,57,55.0975
10,31,19,55,53.06
10,31,20,53.1,51.2
10,31,21,52,50.7925
10,31,22,51.1,49.56
10,31,23,51.1,49.2125
10,31,24,50,49.2375
11,1,1,51.1,49.69
11,1,2,48.9,49.6525
11,1,3,48.2,49.5625
11,1,4,48,48.87
11,1,5,48.9,48.76
11,1,6,48.9,48.61
11,1,7,50,49.345
11,1,8,51.1,50.4925
11,1,9,52,52.555
11,1,10,53.1,55.7225
11,1,11,55,56.4175
11,1,12,57,56.81
11,1,13,59,57.8625
11,1,14,59,58.19
11,1,15,60.1,58.5075
11,1,16,61,57.1425
11,1,17,61,56.88
11,1,18,60.1,55.0575
11,1,19,60.1,52.1725
11,1,20,59,51.38
11,1,21,57.9,50.4525
11,1,22,57,50.19
11,1,23,57,49.0175
11,1,24,56.45,48.9275
11,2,1,55.9,48.8625
11,2,2,55.9,48.165
11,2,3,54,48.305
11,2,4,55.9,48.05
11,2,5,54,48.3875
11,2,6,53.8,48.27
11,2,7,55,48.85
11,2,8,55.9,50.0925
11,2,9,56.45,51.965
11,2,10,58.45,54.4075
11,2,11,60.1,54.915
11,2,12,63,55.5875
11,2,13,66,56.3875
11,2,14,69.1,56.47
11,2,15,71.1,55.8675
11,2,16,73,55.1275
11,2,17,71.1,115.1725
11,2,18,68,115.6
11,2,19,66,70.375
11,2,20,66,57.5275
11,2,21,63,57.0625
11,2,22,62.1,51.885
11,2,23,62.1,49.44
11,2,24,61,49.765
11,3,1,59,49.085
11,3,2,60.1,49.1
11,3,3,60.1,48.9325
11,3,4,59,48.5075
11,3,5,59,47.9375
11,3,6,60.1,47.8625
11,3,7,59.55,48.05
11,3,8,60.1,55.1375
11,3,9,60.1,117.8075
11,3,10,63,114.3025
11,3,11,69.1,115.3875
11,3,12,73,116.5125
11,3,13,81,117.5725
11,3,14,82,115.925
11,3,15,79,116.7325
11,3,16,79,114.975
11,3,17,78.1,113.975
11,3,18,75,113.9425
11,3,19,73.9,86.2725
11,3,20,73,53.195
11,3,21,72,51.5325
11,3,22,69.1,50.1025
11,3,23,66,49.1275
11,3,24,66,49.8275
11,4,1,64.9,50.2875
11,4,2,63,50.2375
11,4,3,62.1,48.9675
11,4,4,60.1,48.515
11,4,5,59,48.4775
11,4,6,57.9,48.6025
11,4,7,57,48.985
11,4,8,55.9,50.6675
11,4,9,57,88.8375
11,4,10,57.9,105.57
11,4,11,60.1,103.655
11,4,12,62.1,100.3125
11,4,13,62.1,101.8125
11,4,14,63,56.7625
11,4,15,64,53.96
11,4,16,64,53.2925
11,4,17,63,53.5225
11,4,18,61,53.09
11,4,19,59,51.0375
11,4,20,57,50.89
11,4,21,55,50.66
11,4,22,53.1,49.67
11,4,23,54,48.43
11,4,24,52,48.5275
11,5,1,50,48.285
11,5,2,46.9,48.6875
11,5,3,48,48.505
11,5,4,46.9,48.1975
11,5,5,46.9,49.2325
11,5,6,46.9,48.54
11,5,7,46.9,48.585
11,5,8,46.9,48.405
11,5,9,50,48.815
11,5,10,54,49.1875
11,5,11,57,48.76
11,5,12,60.1,49.065
11,5,13,64.9,49.3125
11,5,14,66.9,49.0225
11,5,15,68,48.615
11,5,16,69.1,48.2
11,5,17,66.9,47.7975
11,5,18,66.9,48.3425
11,5,19,62.1,48.455
11,5,20,57,48.72
11,5,21,55,48.4225
11,5,22,54,48.3725
11,5,23,55,48.3775
11,5,24,53.1,47.7
11,6,1,50,47.7675
11,6,2,53.1,47.74
11,6,3,52,48.45
11,6,4,55.9,48.27
11,6,5,54,48.405
11,6,6,51.1,47.6675
11,6,7,52,47.555
11,6,8,57,47.82
11,6,9,61,48.205
11,6,10,63,47.595
11,6,11,66.9,47.64
11,6,12,68,48.54
11,6,13,68,48.6025
11,6,14,68,47.7025
11,6,15,69.1,47.3075
11,6,16,69.1,47.635
11,6,17,64.9,47.2025
11,6,18,60.1,47.5725
11,6,19,60.1,48.0225
11,6,20,55.9,47.6675
11,6,21,55.9,47.7225
11,6,22,55.9,48.1225
11,6,23,54,48.195
11,6,24,54,48.375
11,7,1,51.1,48.5425
11,7,2,48.9,48.7
11,7,3,48,48.6475
11,7,4,46.9,49.1125
11,7,5,46.9,47.95
11,7,6,46,47.5725
11,7,7,45,48.2025
11,7,8,46.9,49.7725
11,7,9,48.9,51.28
11,7,10,52,53.835
11,7,11,54,55.3125
11,7,12,55.9,54.4825
11,7,13,55.9,55.9475
11,7,14,57.9,56.875
11,7,15,59,56.6225
11,7,16,60.1,55.56
11,7,17,59,54.8275
11,7,18,57,53.85
11,7,19,53.1,52.06
11,7,20,51.1,51.21
11,7,21,50,50.2025
11,7,22,46.9,49.1475
11,7,23,46,48.585
11,7,24,45,49.5675
11,8,1,44.1,49.5125
11,8,2,43,49.1125
11,8,3,42.1,48.9575
11,8,4,42.1,47.99
11,8,5,43,47.4275
11,8,6,42.1,48.0025
11,8,7,41,49.41
11,8,8,44.1,50.73
11,8,9,48.9,51.6725
11,8,10,53.1,54.035
11,8,11,59,55.78
11,8,12,63,55.95
11,8,13,66.9,55.87
11,8,14,66.9,55.8075
11,8,15,66,56.115
11,8,16,63,54.93
11,8,17,62.1,54.05
11,8,18,59,53.3675
11,8,19,59,51.5325
11,8,20,57.9,49.9675
11,8,21,57,49.8675
11,8,22,57,49.31
11,8,23,55.9,48.5175
11,8,24,57,49.04
11,9,1,55,48.815
11,9,2,55,49.1425
11,9,3,55,48.5575
11,9,4,55.9,48.0725
11,9,5,55.9,47.555
11,9,6,54,48.345
11,9,7,55,48.8575
11,9,8,55.9,50.5075
11,9,9,55.9,51.6775
11,9,10,57,53.5175
11,9,11,59.45,54.5275
11,9,12,62.1,55.095
11,9,13,64.9,55.51
11,9,14,63,56.2025
11,9,15,60.1,54.3
11,9,16,57.45,53.345
11,9,17,56.45,52.89
11,9,18,55.9,53.9675
11,9,19,55.9,51.9525
11,9,20,57,52.445
11,9,21,55.9,51.64
11,9,22,53.1,49.625
11,9,23,52,49.0125
11,9,24,51.1,49.31
11,10,1,51.1,48.8625
11,10,2,48.9,48.63
11,10,3,46.9,48.8675
11,10,4,45,47.945
11,10,5,45,47.795
11,10,6,45,48.045
11,10,7,45,48.805
11,10,8,46.9,51.0475
11,10,9,50,52.1625
11,10,10,53.1,55.2475
11,10,11,55.9,55.65
11,10,12,57.9,55.0275
11,10,13,59,54.6375
11,10,14,61,55.6225
11,10,15,60.8,55.2675
11,10,16,62.1,55.25
11,10,17,60.1,55.32
11,10,18,59,54.36
11,10,19,55.9,53.355
11,10,20,53.1,52.1825
11,10,21,53.1,50.4975
11,10,22,51.1,49.4125
11,10,23,50,48.7925
11,10,24,48,48.7875
11,11,1,46,48.4325
11,11,2,46,48.4925
11,11,3,50,48.3425
11,11,4,46.9,48.545
11,11,5,46.9,48.28
11,11,6,48.9,47.9075
11,11,7,55.9,48.0225
11,11,8,57,48.205
11,11,9,59,47.96
11,11,10,61,48.56
11,11,11,62.1,49.145
11,11,12,66,47.87
11,11,13,63,47.7075
11,11,14,64.9,48.05
11,11,15,64,48.4375
11,11,16,63,48.4925
11,11,17,62.1,48.24
11,11,18,60.1,48.5225
11,11,19,60.1,48.6075
11,11,20,57.45,49.255
11,11,21,54,48.87
11,11,22,51.1,48.675
11,11,23,50,48.9175
11,11,24,48,48.8525
11,12,1,46.9,48.9225
11,12,2,45,48.6725
11,12,3,43,48.375
11,12,4,41,48.18
11,12,5,39.9,48.1725
11,12,6,39,48.135
11,12,7,37.9,47.6725
11,12,8,41,48.2175
11,12,9,41,48.3875
11,12,10,45,49.6875
11,12,11,46.9,49.1125
11,12,12,48.9,49.1175
11,12,13,50,48.86
11,12,14,51.1,48.63
11,12,15,53.1,48.135
11,12,16,52,48.3725
11,12,17,48.9,48.3225
11,12,18,48.9,48.17
11,12,19,46.9,48.25
11,12,20,44.1,47.82
11,12,21,42.1,47.825
11,12,22,39.9,47.975
11,12,23,39.9,48.07
11,12,24,37.9,48.0375
11,13,1,37.9,48.575
11,13,2,37.9,48.59
11,13,3,37.9,48.375
11,13,4,37.9,48.0975
11,13,5,35.1,47.5975
11,13,6,35.1,47.52
11,13,7,34,47.3025
11,13,8,37,47.835
11,13,9,43,47.75
11,13,10,46.9,47.51
11,13,11,51.1,47.51
11,13,12,55,46.775
11,13,13,59,46.92
11,13,14,61,46.7375
11,13,15,62.1,47.42
11,13,16,60.1,47.7425
11,13,17,57,47.8275
11,13,18,55.9,48.0775
11,13,19,51.1,48.2125
11,13,20,50,48.36
11,13,21,48,48.495
11,13,22,45,48.4175
11,13,23,45,47.96
11,13,24,44.1,47.77
11,14,1,42.1,48.0225
11,14,2,44.1,48.81
11,14,3,43,49.5075
11,14,4,39.9,52.0975
11,14,5,39,62.89
11,14,6,37,88.1625
11,14,7,37,92.8875
11,14,8,41,95.47
11,14,9,46,95.0575
11,14,10,48,93.9675
11,14,11,51.1,93.3375
11,14,12,53.1,90.48
11,14,13,55,89.375
11,14,14,55,87.545
11,14,15,55,85.1525
11,14,16,54,85.985
11,14,17,53.1,85.805
11,14,18,53.1,83.1625
11,14,19,53.1,84.6925
11,14,20,54,83.185
11,14,21,53.1,82.7725
11,14,22,53.1,83.5425
11,14,23,51.1,83.5675
11,14,24,51.1,82.55
11,15,1,48.9,83.7925
11,15,2,50,83.04
11,15,3,48.9,85.86
11,15,4,48.9,87.195
11,15,5,48.9,90.8375
11,15,6,50,91.19
11,15,7,48.9,90.1
11,15,8,51.1,92.3625
11,15,9,53.1,92.59
11,15,10,55.9,92.5725
11,15,11,59,91.33
11,15,12,59,91.06
11,15,13,62.6,89.705
11,15,14,64.9,86.4925
11,15,15,63,87.47
11,15,16,62.1,86.0675
11,15,17,60.1,86.79
11,15,18,57.9,84.145
11,15,19,55,85.1825
11,15,20,53.1,84.005
11,15,21,50,85
11,15,22,52,83.2825
11,15,23,52,82.195
11,15,24,50,82.06
11,16,1,48,82.1475
11,16,2,46,82.985
11,16,3,44.1,83.9775
11,16,4,45,86.5275
11,16,5,42.1,91.3675
11,16,6,42.1,92.05
11,16,7,42.1,91.1075
11,16,8,46,92.24
11,16,9,50,91.4475
11,16,10,51.1,92.335
11,16,11,55.9,91.3825
11,16,12,62.1,91.1225
11,16,13,66,90.715
11,16,14,64,88.7375
11,16,15,66.9,87.2625
11,16,16,62.1,86.3775
11,16,17,59,85.1625
11,16,18,60.1,84.4225
11,16,19,55,85.3925
11,16,20,57,83.7
11,16,21,54,85.445
11,16,22,55,85.1625
11,16,23,50,82.5525
11,16,24,50,83.2175
11,17,1,48.9,82.0175
11,17,2,48,83.42
11,17,3,46,85.9575
11,17,4,48,85.945
11,17,5,45,89.76
11,17,6,48.9,89.6525
11,17,7,44.1,89.31
11,17,8,50,90.61
11,17,9,52,91.9525
11,17,10,55,93.6725
11,17,11,57.9,92.925
11,17,12,60.1,92.2175
11,17,13,61,90.435
11,17,14,63,87.95
11,17,15,62.1,87.215
11,17,16,61,86.81
11,17,17,59,86.1175
11,17,18,59,83.8475
11,17,19,55.9,84.8275
11,17,20,54,82.5475
11,17,21,51.1,83.6675
11,17,22,50,84.4925
11,17,23,50,84.2
11,17,24,46.9,83.0575
11,18,1,46,84.9425
11,18,2,45,83.68
11,18,3,45,85.2475
11,18,4,45,86.48
11,18,5,44.1,90.355
11,18,6,43,90.615
11,18,7,43,90.7325
11,18,8,46.9,90.17
11,18,9,48.9,91.735
11,18,10,54,92.2275
11,18,11,57.9,91.03
11,18,12,62.1,91.3225
11,18,13,66.9,90.585
11,18,14,68,88.375
11,18,15,69.1,87.605
11,18,16,69.1,87.2625
11,18,17,66,86.4
11,18,18,61,86.7225
11,18,19,57,85.5575
11,18,20,55.9,85.68
11,18,21,55,85.1075
11,18,22,53.1,85.44
11,18,23,53.1,84.28
11,18,24,53.1,83.9025
11,19,1,51.1,82.615
11,19,2,48,82.38
11,19,3,50,83.0875
11,19,4,48,83.86
11,19,5,46.9,84.9275
11,19,6,46,85.49
11,19,7,46,86.885
11,19,8,48.9,86.4425
11,19,9,51.1,88.41
11,19,10,55.9,86.545
11,19,11,63,83.76
