month,day,hour,temp,kW
11,19,12,64.9,82.9925
11,19,13,70,84.245
11,19,14,72,83.3275
11,19,15,69.55,83.1275
11,19,16,56.5,82.395
11,19,17,46,82.5275
11,19,18,44.1,82.2725
11,19,19,45,82.145
11,19,20,45,82.07
11,19,21,45,82.115
11,19,22,43,82.335
11,19,23,43,82.385
11,19,24,42.1,82.29
11,20,1,41,82.0825
11,20,2,39.9,81.885
11,20,3,41,82.2275
11,20,4,39,82.0225
11,20,5,39,82.215
11,20,6,39.9,82.38
11,20,7,39.9,82.0825
11,20,8,41,82.0675
11,20,9,41,82.25
11,20,10,44.1,81.9075
11,20,11,44.1,82.28
11,20,12,46,81.9575
11,20,13,46,81.9975
11,20,14,46,81.9425
11,20,15,45,82.3675
11,20,16,43,82.4425
11,20,17,42.1,82.3325
11,20,18,39.9,82.6625
11,20,19,39,83.15
11,20,20,39,83.185
11,20,21,39,83.1825
11,20,22,37.9,83.5025
11,20,23,37.9,82.695
11,20,24,37.9,81.4125
11,27,1,42.1,83.0625
11,27,2,39.9,82.88
11,27,3,41,83.0275
11,27,4,39.9,83.735
11,27,5,41,84.3575
11,27,6,39.9,83.1475
11,27,7,39.9,83.0025
11,27,8,43,82.6975
11,27,9,46,83.7575
11,27,10,48,82.6225
11,27,11,50,82.6375
11,27,12,50,83.1275
11,27,13,52,83.3025
11,27,14,53.1,82.785
11,27,15,53.1,83.53
11,27,16,52,82.5575
11,27,17,50,82.9375
11,27,18,46.9,83.3175
11,27,19,46.9,82.5975
11,27,20,45,82.9475
11,27,21,44.1,83.0925
11,27,22,39.9,82.895
11,27,23,41,82.79
11,27,24,39.9,82.14
11,28,1,39,83.0425
11,28,2,37.9,83.915
11,28,3,37.9,84.78
11,28,4,36,87.435
11,28,5,36,89.015
11,28,6,37.9,89.71
11,28,7,37.9,91.9525
11,28,8,37.9,91.6825
11,28,9,42.1,90.8075
11,28,10,44.1,90.4825
11,28,11,46.9,90.6475
11,28,12,48.9,89.715
11,28,13,50,89.1375
11,28,14,53.1,86.89
11,28,15,52,86.15
11,28,16,52,85.77
11,28,17,50,85.4325
11,28,18,48.9,83.775
11,28,19,48.9,84.36
11,28,20,50,84.9375
11,28,21,48.9,82.985
11,28,22,48.9,84.1225
11,28,23,48.9,83.3425
11,28,24,48.9,82.825
11,29,1,48.9,83.8625
11,29,2,50,85.0675
11,29,3,50,84.7725
11,29,4,48.9,90.1925
11,29,5,48,93.09
11,29,6,48,94.3025
11,29,7,52,93.6
11,29,8,57.9,95.31
11,29,9,57,94.215
11,29,10,57.45,93.8675
11,29,11,57.45,94.6025
11,29,12,57.9,93.635
11,29,13,63,93.685
11,29,14,59.28,92.51
11,29,15,57.9,90.0175
11,29,16,59,90.12
11,29,17,57.9,89.4375
11,29,18,57.9,89.4775
11,29,19,57,89.2675
11,29,20,56.9,88.81
11,29,21,55.9,88.6175
11,29,22,54.5,88.1225
11,29,23,54,88.1975
11,29,24,55.9,87.9775
11,30,1,54.5,88.735
11,30,2,55,89.535
11,30,3,55.75,90.2775
11,30,4,55.78,69.075
11,30,5,56.2,82.7225
11,30,6,57.45,82.96
11,30,7,57.45,83.2075
11,30,8,58.38,83.165
11,30,9,60,84.37
11,30,10,60.85,82.08
11,30,11,60.78,81.6725
11,30,12,63.33,82.5975
11,30,13,66,81.5025
11,30,14,66.9,79.69
11,30,15,66.9,79.1
11,30,16,66,76.6675
11,30,17,64,77.4725
11,30,18,64.9,76.235
11,30,19,63.8,76.8225
11,30,20,60.1,76.475
11,30,21,59,76.385
11,30,22,61.08,73.53
11,30,23,61,72.2675
11,30,24,61.55,71.945
12,1,1,62.1,71.785
12,1,2,58.63,72.5525
12,1,3,57.9,74.025
12,1,4,56.45,77.8725
12,1,5,55,83.3225
12,1,6,54,83.8875
12,1,7,53.1,83.655
12,1,8,53.1,84.325
12,1,9,53.1,84.61
12,1,10,54,84.4275
12,1,11,55,83.105
12,1,12,55.9,82.5325
12,1,13,57.9,80.375
12,1,14,59,79.13
12,1,15,57.9,77.8975
12,1,16,55,76.705
12,1,17,51.1,75.1825
12,1,18,50,76.9525
12,1,19,48.9,75.5125
12,1,20,48,74.705
12,1,21,46.9,75.82
12,1,22,46.9,74.49
12,1,23,48,73.1825
12,1,24,48,73.5925
12,2,1,48,73.6925
12,2,2,46.9,73.6075
12,2,3,46.9,75.24
12,2,4,45.5,77.38
12,2,5,44.1,80.155
12,2,6,45,80.785
12,2,7,45,81.1575
12,2,8,46,81.42
12,2,9,48.9,80.8975
12,2,10,48.9,81.1825
12,2,11,51.1,81.4275
12,2,12,51.1,90.1175
12,2,13,54,90.6975
12,2,14,54,88.4375
12,2,15,52,86.265
12,2,16,50,87.3475
12,2,17,48,86.055
12,2,18,46,86.0725
12,2,19,46,85.4525
12,2,20,46,86.3575
12,2,21,45,86.2275
12,2,22,45,85.165
12,2,23,45,84.905
12,2,24,45,86.6725
12,3,1,45,84.8875
12,3,2,45,86.29
12,3,3,45,86.62
12,3,4,45,87.2275
12,3,5,45,86.8475
12,3,6,44.1,87.4425
12,3,7,43,87.5325
12,3,8,43,89.1725
12,3,9,45,87.1275
12,3,10,46.9,87.165
12,3,11,48.9,85.8725
12,3,12,50,84.7925
12,3,13,50,85.1925
12,3,14,50,85.5125
12,3,15,48.9,84.7525
12,3,16,48,85.1275
12,3,17,46,84.8425
12,3,18,45,86.215
12,3,19,44.1,84.495
12,3,20,44.1,84.505
12,3,21,43,84.7775
12,3,22,43,84.18
12,3,23,42.1,84.0375
12,3,24,42.1,83.36
12,4,1,41,84.445
12,4,2,39.9,82.84
12,4,3,39.9,83.9025
12,4,4,39.9,83.825
12,4,5,39.9,85.5075
12,4,6,39,85.2475
12,4,7,37.9,84.3475
12,4,8,39.9,85.045
12,4,9,41,85.4625
12,4,10,42.1,85.37
12,4,11,45,85.585
12,4,12,45,84.2075
12,4,13,46,85.4175
12,4,14,46.9,84.33
12,4,15,46.9,85.4775
12,4,16,46,85.515
12,4,17,45,85.175
12,4,18,45,85.3375
12,4,19,45,85.37
12,4,20,45,84.9125
12,4,21,44.1,85.0975
12,4,22,43,86.3725
12,4,23,42.1,85.765
12,4,24,42.1,86.145
12,5,1,39.9,85.855
12,5,2,40.45,86.0775
12,5,3,40.27,86.785
12,5,4,41,89.48
12,5,5,41,92.995
12,5,6,42.1,95.4675
12,5,7,42.1,95.5225
12,5,8,43,97.015
12,5,9,43.55,96.2375
12,5,10,44.73,95.135
12,5,11,46.9,94.805
12,5,12,53.1,94.2875
12,5,13,55,94.0525
12,5,14,55.9,91.9575
12,5,15,55.9,90.6425
12,5,16,55,88.695
12,5,17,51.1,86.6225
12,5,18,51.1,87.585
12,5,19,50,86.9575
12,5,20,50,85.5125
12,5,21,48,85.71
12,5,22,46.9,86.4525
12,5,23,46,84.21
12,5,24,46,85.225
12,6,1,45,84.64
12,6,2,45,85.995
12,6,3,44.1,86.84
12,6,4,44.1,89.03
12,6,5,43,92.7875
12,6,6,44.1,92.775
12,6,7,44.1,94.4825
12,6,8,44.1,94.68
12,6,9,44.1,96.195
12,6,10,44.1,96.285
12,6,11,43,95.285
12,6,12,43,94.5975
12,6,13,42.1,94.2025
12,6,14,42.33,91.9225
12,6,15,42.1,89.325
12,6,16,42.1,89.5
12,6,17,42.33,88.16
12,6,18,43,87.305
12,6,19,43.95,88.2125
12,6,20,45,88.0225
12,6,21,45,87.8075
12,6,22,46,87.8
12,6,23,46,86.745
12,6,24,46,86.69
12,7,1,45,86.9025
12,7,2,43,88.2625
12,7,3,42.93,89.41
12,7,4,43,91.105
12,7,5,43,94.97
12,7,6,44.1,95.6475
12,7,7,45,95.99
12,7,8,44.1,96.7775
12,7,9,45,96.28
12,7,10,46.9,96.2825
12,7,11,48.9,95.6325
12,7,12,50,94.775
12,7,13,51.1,94.045
12,7,14,51.1,91.51
12,7,15,51.1,90.635
12,7,16,50,89.9825
12,7,17,48,88.9975
12,7,18,48,88.595
12,7,19,46,89.175
12,7,20,43,87.02
12,7,21,43,87.6
12,7,22,41,86.7775
12,7,23,41,85.405
12,7,24,39.9,86.6425
12,8,1,37.9,86.6275
12,8,2,37,86.9075
12,8,3,37.9,87.7125
12,8,4,39,90.72
12,8,5,39,93.0325
12,8,6,41,95.88
12,8,7,42.1,94.2425
12,8,8,43,95.1475
12,8,9,45,94.6275
12,8,10,46,94.3
12,8,11,46.9,94.3275
12,8,12,46.9,94.4375
12,8,13,48,93.1525
12,8,14,46.9,90.77
12,8,15,48,87.825
12,8,16,48,86.6275
12,8,17,45,85.3125
12,8,18,44.1,84.48
12,8,19,42.1,83.6825
12,8,20,39.9,83.595
12,8,21,37.9,83.655
12,8,22,36,83.685
12,8,23,35.1,83.3425
12,8,24,34,82.545
12,9,1,33.1,83.135
12,9,2,33.1,83.625
12,9,3,32,85.4125
12,9,4,30.9,86.67
12,9,5,30.9,89.3825
12,9,6,30.9,92.095
12,9,7,30.9,93.32
12,9,8,30.9,92.7025
12,9,9,33.1,93.2125
12,9,10,35.1,92.3975
12,9,11,37,92.5675
12,9,12,39,93.275
12,9,13,39,90.985
12,9,14,39.9,87.4375
12,9,15,39,87.1775
12,9,16,37.9,85.365
12,9,17,36,84.545
12,9,18,35.1,85.0525
12,9,19,34,83.89
12,9,20,33.1,83.7625
12,9,21,32,84.4275
12,9,22,32,84.2975
12,9,23,32,83.1775
12,9,24,30.9,82.4675
12,10,1,32,82.97
12,10,2,32,83.155
12,10,3,32,82.83
12,10,4,30.9,83.725
12,10,5,30.9,83.195
12,10,6,30,84.995
12,10,7,30.9,84.8925
12,10,8,30.9,84.3025
12,10,9,33.1,86.095
12,10,10,35.1,84.08
12,10,11,36,84.9075
12,10,12,37,84.3425
12,10,13,37.9,83.865
12,10,14,37.9,82.8175
12,10,15,37,83.455
12,10,16,36,85.32
12,10,17,33.1,82.435
12,10,18,33.1,83.41
12,10,19,32,83.51
12,10,20,32,82.2275
12,10,21,30.9,83.095
12,10,22,30,82.9525
12,10,23,30,83.23
12,10,24,30,83.4225
12,11,1,30,83.0775
12,11,2,28.9,82.2475
12,11,3,30,83.32
12,11,4,30,83.47
12,11,5,30.9,83.5925
12,11,6,30.9,83.7
12,11,7,30.9,83.635
12,11,8,30.9,84.6075
12,11,9,32,84.45
12,11,10,33.1,84.8975
12,11,11,35.1,84.9775
12,11,12,37,84.73
12,11,13,37.9,84.265
12,11,14,39.9,84.2925
12,11,15,39.9,84.5
12,11,16,39.9,86.1425
12,11,17,39,85.2825
12,11,18,39,85.905
12,11,19,37.9,86.8125
12,11,20,37.9,85.9175
12,11,21,37.9,87.2975
12,11,22,39.9,86.64
12,11,23,41,87.91
12,11,24,43,87.5175
12,12,1,43.55,87.8725
12,12,2,41,88.1
12,12,3,41,89.225
12,12,4,41.55,90.9925
12,12,5,42.1,95.0525
12,12,6,41.55,96.02
12,12,7,43.45,97.5225
12,12,8,45,97.32
12,12,9,46,96.75
12,12,10,46.9,96.365
12,12,11,48,95.375
12,12,12,48,95.29
12,12,13,48.9,95.15
12,12,14,51.1,92.2225
12,12,15,54,90.7075
12,12,16,54,89.2025
12,12,17,52,88.1675
12,12,18,48.9,88.3125
12,12,19,46.9,89.6425
12,12,20,48,88.815
12,12,21,48,86.2625
12,12,22,48,85.6875
12,12,23,46.9,86.08
12,12,24,46.9,84.8825
12,13,1,43,84.915
12,13,2,43,85.305
12,13,3,39.9,86.64
12,13,4,39.9,87.8475
12,13,5,41,92.795
12,13,6,41,93.98
12,13,7,39.9,93.695
12,13,8,39.9,95.9025
12,13,9,41,97.095
12,13,10,42.1,96.15
12,13,11,44.1,95.965
12,13,12,44.1,95.175
12,13,13,46,94.12
12,13,14,46,92.1825
12,13,15,46,92.4775
12,13,16,45,91.8575
12,13,17,44.1,89.1175
12,13,18,44.1,87.235
12,13,19,43,86.9775
12,13,20,43,86.575
12,13,21,42.1,85.215
12,13,22,41.88,85.53
12,13,23,42.1,86.01
12,13,24,42.1,85.0175
12,14,1,41,84.8625
12,14,2,39.45,86.6425
12,14,3,39,84.5325
12,14,4,39,85.8125
12,14,5,39.9,88.7875
12,14,6,37.9,90.85
12,14,7,37,91.5075
12,14,8,37.9,90.86
12,14,9,39.9,92.55
12,14,10,42.1,90.785
12,14,11,44.1,92.48
12,14,12,46.9,91.3625
12,14,13,46.9,91.2225
12,14,14,46.9,87.99
12,14,15,46,86.525
12,14,16,46,85.585
12,14,17,44.1,83.565
12,14,18,44.1,85.36
12,14,19,44.1,83.975
12,14,20,42.1,83.7625
12,14,21,42.1,84.0325
12,14,22,42.1,83.2125
12,14,23,41,82.6125
12,14,24,41,82.405
12,15,1,39,83.61
12,15,2,39,84.0325
12,15,3,37.9,83.2125
12,15,4,37,82.6125
12,15,5,35.1,82.405
12,15,6,32,82.56
12,15,7,28.9,83.3175
12,15,8,28,85.415
12,15,9,26.1,86.8275
12,15,10,25,90.97
12,15,11,26.1,92.805
12,15,12,26.1,93.455
12,15,13,26.1,93.75
12,15,14,26.1,93.9775
12,15,15,25,94.235
12,15,16,23,94.0275
12,15,17,21.9,92.98
12,15,18,21,89.995
12,15,19,19.9,87.5875
12,15,20,19.9,86.1075
12,15,21,19,84.7975
12,15,22,19,83.4375
12,15,23,19,82.79
12,15,24,19,83.385
12,16,1,18,83.6575
12,16,2,18,83.075
12,16,3,18,83.1175
12,16,4,17.1,83.2125
12,16,5,18,82.62
12,16,6,18,83.0925
12,16,7,19,83.2625
12,16,8,19,84.415
12,16,9,21,85.9325
12,16,10,23,91.7575
12,16,11,24.1,95.1475
12,16,12,25,95.0275
12,16,13,26.1,94.155
12,16,14,26.1,93.13
12,16,15,27,91.9425
12,16,16,27,90.2325
12,16,17,27,89.8625
12,16,18,27,88.8925
12,16,19,27,85.895
12,16,20,28,85.135
12,16,21,28,84.855
12,16,22,28,84.1175
12,16,23,28.9,83.5325
12,16,24,28.9,84.6975
12,17,1,30,83.9925
12,17,2,30,83.8325
12,17,3,30.9,82.895
12,17,4,30,82.92
12,17,5,28,82.82
12,17,6,28,82.38
12,17,7,28.54,82.805
12,17,8,28.68,82.6675
12,17,9,29.73,83.155
12,17,10,30.45,83.25
12,17,11,32,83.7
12,17,12,33.1,84.315
12,17,13,34,84.3025
12,17,14,35.4,84.485
12,17,15,38.45,84.47
12,17,16,43,84.43
12,17,17,42.1,83.4925
12,17,18,39.9,84.3975
12,17,19,39,84.44
12,17,20,37,84.41
12,17,21,37,82.8525
12,17,22,37,83.785
12,17,23,40.45,84.045
12,17,24,40.45,85.5325
12,18,1,48.45,85.845
12,18,2,54,85.72
12,18,3,54.67,87.745
12,18,4,55.9,87.4925
12,18,5,55,87.5425
12,18,6,51.1,87.35
12,18,7,60.1,87.3025
12,18,8,61,88.19
12,18,9,58,87.8475
12,18,10,55,88.175
12,18,11,56.2,88.2625
12,18,12,57.9,88.4075
12,18,13,64.9,88.1675
12,18,14,55.05,88.2625
12,18,15,46.63,86.805
12,18,16,44.1,83.375
12,18,17,43,82.9325
12,18,18,41,83.83
12,18,19,39.9,82.73
12,18,20,39,83.135
12,18,21,39,82.9925
12,18,22,37.9,83.015
12,18,23,37,83.4675
12,18,24,37,82.5375
12,19,1,35.1,82.31
12,19,2,35.1,82.3575
12,19,3,34,82.0975
12,19,4,33.1,82.3175
12,19,5,32,82.125
12,19,6,32,82.435
12,19,7,32,83.3575
12,19,8,30.9,84.27
12,19,9,32,85.8025
12,19,10,32,89.6125
12,19,11,35.1,91.485
12,19,12,37,92.3075
12,19,13,37,91.705
12,19,14,37,92.66
12,19,15,37,92.495
12,19,16,36,90.645
12,19,17,34,90.7975
12,19,18,34,89.0675
12,19,19,34,86.8175
12,19,20,32,85.655
12,19,21,30.9,84.6125
12,19,22,30.9,84.135
12,19,23,30.9,83.7675
12,19,24,30.9,83.1975
12,20,1,30,82.515
12,20,2,30,82.76
12,20,3,28.9,82.2375
12,20,4,28,82.5225
12,20,5,27,82.46
12,20,6,27,82.1675
12,20,7,27,83.2975
12,20,8,27,85.2725
12,20,9,28,86.4125
12,20,10,30.9,89.17
12,20,11,33.1,90.9075
12,20,12,34,90.945
12,20,13,35.1,91.985
12,20,14,36,93.6225
12,20,15,37,92.4925
12,20,16,37,92.2
12,20,17,35.1,90.7275
12,20,18,34,89.625
12,20,19,34,85.585
12,20,20,32,85.0625
12,20,21,30.9,83.255
12,20,22,32,82.6625
12,20,23,30,80.745
12,20,24,30,80.99
12,21,1,28.9,80.6525
12,21,2,30,80.545
12,21,3,28.9,80.35
12,21,4,30,80.77
12,21,5,27,80.145
12,21,6,28.9,80.675
12,21,7,39.1,81.585
12,21,8,39.9,83.005
12,21,9,36,84.8375
12,21,10,41,88.23
12,21,11,46,90.38
12,21,12,44.1,89.75
12,21,13,44.1,90.7575
12,21,14,46,90.615
12,21,15,48,90.1575
12,21,16,46.9,91.8025
12,21,17,46,90.9325
12,21,18,45,89
12,21,19,39.9,87.695
12,21,20,41,85.5475
12,21,21,37,86.5125
12,21,22,37.9,83.915
12,21,23,36,84.675
12,21,24,36,83.5225
12,22,1,37,82.455
12,22,2,41,81.615
12,22,3,41,81.66
12,22,4,41,81.5675
12,22,5,41,81.485
12,22,6,41,82.47
12,22,7,39.9,82.075
12,22,8,42.1,83.725
12,22,9,44.1,85.5975
12,22,10,44.1,87.6825
12,22,11,46.9,90.1775
12,22,12,50,90.1975
12,22,13,57,89.71
12,22,14,57.9,89.265
12,22,15,57.9,91.065
12,22,16,55.45,89.2775
12,22,17,46.9,88.8975
12,22,18,45,87.5925
12,22,19,45,86.3575
12,22,20,45,84.15
12,22,21,43,84.025
12,22,22,41,82.46
12,22,23,39.9,82.465
12,22,24,39.9,82.3
12,23,1,39,82.3
12,23,2,36,81.3325
12,23,3,37,81.9475
12,23,4,33.1,82.11
12,23,5,32,81.38
12,23,6,33.1,82.4575
12,23,7,32,82.83
12,23,8,32,82.685
12,23,9,36,85.27
12,23,10,39.9,88.55
12,23,11,42.1,90.615
12,23,12,46,90.8625
12,23,13,46,91.15
12,23,14,45,89.495
12,23,15,46,92.145
12,23,16,44.1,87.905
12,23,17,42.1,87.3075
12,23,18,39.9,85.5475
12,23,19,39.9,84.585
12,23,20,41,84.28
12,23,21,41,83.2275
12,23,22,41,82.885
12,23,23,42.1,82.5975
12,23,24,42.1,83.26
12,24,1,42.1,82.6025
12,24,2,42.1,82.2625
12,24,3,42.1,83.2575
12,24,4,41,82.54
12,24,5,39.9,82.9925
12,24,6,39.9,82.3225
12,24,7,39.9,82.0625
12,24,8,39.9,84.1525
12,24,9,40.56,83.3075
12,24,10,42.55,84.3475
12,24,11,44.1,83.5325
12,24,12,45,83.55
12,24,13,46,84.985
12,24,14,46,84.795
12,24,15,46.43,85.0725
12,24,16,46.9,84.515
12,24,17,46.9,84.3975
12,24,18,46.9,84.265
12,24,19,46,84.85
12,24,20,42.4,84.37
12,24,21,39.45,84.45
12,24,22,38.93,84.1975
12,24,23,39.12,84.1225
12,24,24,36,83.9275
12,25,1,41,83.0925
12,25,2,44.1,84.2725
12,25,3,41,82.985
12,25,4,39,83.825
12,25,5,35.1,82.2225
12,25,6,37,83.8875
12,25,7,36,82.2775
12,25,8,37.9,83.78
12,25,9,39.9,81.665
12,25,10,44.1,82.8725
12,25,11,45,82.925
12,25,12,48,82.3725
12,25,13,50,83.3925
12,25,14,50,82.325
12,25,15,50,82.2675
12,25,16,48.9,83.0925
12,25,17,46,82.9175
12,25,18,45,83
12,25,19,42.1,82.8
12,25,20,43,81.97
12,25,21,39.9,82.4925
12,25,22,39,81.7675
12,25,23,39,81.855
12,25,24,39,83.3175
12,26,1,39,82.0975
12,26,2,39,82.555
12,26,3,39.9,83.525
12,26,4,39.45,81.585
12,26,5,39.9,82.7325
12,26,6,39.9,82.5725
12,26,7,41,81.2225
12,26,8,41,83.0925
12,26,9,41,81.6925
12,26,10,42.1,83.105
12,26,11,42.1,82.8475
12,26,12,44.1,83.3575
12,26,13,44.55,82.3725
12,26,14,44.1,82.6725
12,26,15,45,82.5075
12,26,16,46,83.5225
12,26,17,46,83.2425
12,26,18,45,82.22
12,26,19,45,83.46
12,26,20,45.5,83.39
12,26,21,45,82.695
12,26,22,45,83.645
12,26,23,48.1,83.7725
12,26,24,48.1,83.645
12,27,1,52,83.52
12,27,2,53.1,83.2
12,27,3,54,84.6175
12,27,4,56.45,84.46
12,27,5,57,85.485
12,27,6,55.9,85.9
12,27,7,55.9,86.655
12,27,8,55.9,87.6725
12,27,9,57.9,89.055
12,27,10,59,91.4125
12,27,11,60.1,92.1725
12,27,12,62.1,91.4275
12,27,13,64.2,91.8525
12,27,14,66.9,92.0375
12,27,15,66,92.56
12,27,16,59,91.7575
12,27,17,61,90.4175
12,27,18,61,89.525
12,27,19,57,87.1275
12,27,20,57,84.8925
12,27,21,55.9,84.4
12,27,22,54,82.9775
12,27,23,53.1,82.5325
12,27,24,51.1,82.8125
12,28,1,50,82.0225
12,28,2,48,81.655
12,28,3,46.9,82.52
12,28,4,46,81.055
12,28,5,45,81.9775
12,28,6,43,81.0075
12,28,7,39.9,82.2275
12,28,8,39.9,83.61
12,28,9,44.1,84.7475
12,28,10,45,88.73
12,28,11,46.9,88.8
12,28,12,48,90.03
12,28,13,50,90.4525
12,28,14,51.1,90.78
12,28,15,51.1,91.04
12,28,16,51.1,89.5525
12,28,17,45,88.0275
12,28,18,44.1,87.27
12,28,19,44.1,85.575
12,28,20,41,85.355
12,28,21,39.9,84.055
12,28,22,39.9,82.4875
12,28,23,39,82.5375
12,28,24,39,83.9375
12,29,1,37.9,82.3575
12,29,2,39,83.03
12,29,3,39.9,83.05
12,29,4,39,81.7725
12,29,5,39.45,82.06
12,29,6,39,83.0825
12,29,7,39.9,82.485
12,29,8,41,84.2425
12,29,9,42.03,86.9025
12,29,10,43,90.105
12,29,11,43.73,90.06
12,29,12,45,91.115
12,29,13,46,91.505
12,29,14,46,90.89
12,29,15,48.45,91.78
12,29,16,46,89.6425
12,29,17,50.45,87.28
12,29,18,46.9,87.6675
12,29,19,45,84.4625
12,29,20,43,84.2075
12,29,21,41,83.2275
12,29,22,39.9,82.5425
12,29,23,36,82.56
12,29,24,37,82.0325
12,30,1,41,82.3275
12,30,2,39.9,82.3625
12,30,3,39,81.425
12,30,4,37,81.9525
12,30,5,37.9,81.6975
12,30,6,37.4,81.19
12,30,7,37,81.93
12,30,8,37,82.65
12,30,9,39,84.5675
12,30,10,41,88.3075
12,30,11,41.55,89.2625
12,30,12,42.1,89.7575
12,30,13,42.1,89.675
12,30,14,43,89.4275
12,30,15,41,88.7125
12,30,16,39,87.29
12,30,17,37.9,85.1175
12,30,18,37,84.7475
12,30,19,37,83.375
12,30,20,36,82.5925
12,30,21,35.1,81.6875
12,30,22,35.1,82.585
12,30,23,33.1,81.87
12,30,24,33.1,81.8675
12,31,1,32,81.99
12,31,2,30.9,81.8225
12,31,3,28.9,82.075
12,31,4,28.9,81.5325
12,31,5,30,81.6575
12,31,6,30.9,81.42
12,31,7,30,81.585
12,31,8,30.9,82.5875
12,31,9,35.1,83.3175
12,31,10,37,82.4125
12,31,11,39.9,82.875
12,31,12,43,83.37
12,31,13,46,83.7625
12,31,14,48.9,82.4925
12,31,15,48,83.8825
12,31,16,48,82.32
12,31,17,48,82.9875
12,31,18,48,82.415
12,31,19,48,82.7575
12,31,20,46.9,82.9575
12,31,21,48,82.83
12,31,22,46.9,82.5875
12,31,23,46,83.1725
12,31,24,46,82.4075
1,1,1,46,82.17
1,1,2,44.1,82.7025
1,1,3,43,83.0375
1,1,4,41,81.9725
1,1,5,39.9,82.74
1,1,6,39.9,82.0475
1,1,7,39,82.1425
1,1,8,39.9,82.3825
1,1,9,44.1,82.3675
1,1,10,45,82.2775
1,1,11,46.95,83.0275
1,1,12,53.1,81.9575
1,1,13,54,82.7825
1,1,14,55,82.2225
1,1,15,55,82.855
1,1,16,53.1,82.9875
1,1,17,50,83.57
1,1,18,46.9,82.9925
1,1,19,46,83.155
1,1,20,46.9,82.88
1,1,21,46,83.505
1,1,22,43,81.8125
1,1,23,46,82.565
1,1,24,46,82.2225
1,2,1,46,82.3025
1,2,2,44.1,83.28
1,2,3,42.1,81.635
1,2,4,42.1,82.75
1,2,5,41,81.045
1,2,6,41,82.2325
1,2,7,41,82.26
1,2,8,41,82.6725
1,2,9,41.55,81.7725
1,2,10,42.68,83.605
1,2,11,44.27,82.895
1,2,12,44.55,83.595
1,2,13,44.55,82.6425
1,2,14,44.1,83.785
1,2,15,44.1,82.46
1,2,16,44.1,82.7825
1,2,17,44.1,82.12
1,2,18,44.1,83.1
1,2,19,44.1,82.4125
1,2,20,44.1,82.435
1,2,21,44.1,82.5425
1,2,22,44.1,83.69
1,2,23,44.1,82.615
1,2,24,44.1,83.1375
1,3,1,43,81.965
1,3,2,42.93,83.675
1,3,3,43,82.53
1,3,4,42.93,82.745
1,3,5,43,82.9025
1,3,6,43,82.04
1,3,7,43,82.9125
1,3,8,43,84.995
1,3,9,43,86.05
1,3,10,43,89.7425
1,3,11,44.55,91.8575
1,3,12,45,91.515
1,3,13,45.17,91.975
1,3,14,46,92.7625
1,3,15,45,92.43
1,3,16,45,91.7275
1,3,17,45.5,91.535
1,3,18,46,90.355
1,3,19,46,86.6575
1,3,20,46.2,85.14
1,3,21,45.5,84.725
1,3,22,45,83.6225
1,3,23,45.5,85
1,3,24,46,84.095
1,4,1,45.43,84.015
1,4,2,46.2,83.5225
1,4,3,46.9,85.42
1,4,4,46.9,83.92
1,4,5,47.63,84.225
1,4,6,46.45,84.1725
1,4,7,45,84.805
1,4,8,44.76,86.0125
1,4,9,46.13,87.55
1,4,10,47.56,90.4175
1,4,11,48.9,92.36
1,4,12,54,92.8375
1,4,13,55.9,92.155
1,4,14,57,93.4
1,4,15,55,90.5975
1,4,16,53.1,88.405
1,4,17,50,90.0175
1,4,18,48,87.38
1,4,19,45,86.22
1,4,20,43,83.53
1,4,21,39.9,83.4775
1,4,22,39.9,84.1425
1,4,23,37.9,83.335
1,4,24,37.9,82.17
1,5,1,34,81.03
1,5,2,33.1,81.1075
1,5,3,32,81.4175
1,5,4,32,81.6475
1,5,5,30,81.115
1,5,6,32,81.5025
1,5,7,32,82.03
1,5,8,32,82.805
1,5,9,32,84.955
1,5,10,33.1,88.145
1,5,11,34,89.63
1,5,12,35.1,89.815
1,5,13,36,90.245
1,5,14,36,89.9775
1,5,15,34.55,91.515
1,5,16,34,91.03
1,5,17,35.1,90.895
1,5,18,36,88.1
1,5,19,36,85.58
1,5,20,36,83.82
1,5,21,36,82.94
1,5,22,36,83.3925
1,5,23,36,82.325
1,5,24,36,81.88
1,6,1,35.1,81.7375
1,6,2,34,81.815
1,6,3,33.1,82.125
1,6,4,33.1,82.125
1,6,5,33.1,82.5075
1,6,6,32,82.1875
1,6,7,32,82.3675
1,6,8,32,83.5725
1,6,9,32,85.0225
1,6,10,32,88.33
1,6,11,33.1,90.52
1,6,12,32,89.7675
1,6,13,34,90.575
1,6,14,32,91.3075
1,6,15,30.9,90.295
1,6,16,30,89.6975
1,6,17,30,90.0225
1,6,18,30,88.45
1,6,19,28.9,84.995
1,6,20,28.9,84.39
1,6,21,28,83.88
1,6,22,28,82.565
1,6,23,28,81.99
1,6,24,28,81.8875
1,7,1,27,81.5075
1,7,2,27,81.53
1,7,3,26.1,81.8675
1,7,4,25,81.595
1,7,5,24.55,81.4325
1,7,6,24.55,81.4125
1,7,7,24.55,81.4775
1,7,8,24.1,82.485
1,7,9,24.1,82.245
1,7,10,23,82.6325
1,7,11,24.1,83.175
1,7,12,23,82.8525
1,7,13,21.9,83.7525
1,7,14,21.67,84.06
1,7,15,23,83.7175
1,7,16,25,83.8175
1,7,17,24.1,83.5925
1,7,18,23,82.9925
